Date,CourseID,Enrollment_Count,Course_Revenue,Unique_Learners,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherID,Expertise,YearsOfExperience,TeacherRating,Year,Month,Quarter,Day,DayOfWeek,WeekOfYear,IsWeekend,DayOfYear,Month_Sin,Month_Cos,DayOfWeek_Sin,DayOfWeek_Cos,Enrollment_Lag_1,Enrollment_Lag_7,Enrollment_Lag_14,Enrollment_Lag_30,Revenue_Lag_1,Revenue_Lag_7,Revenue_Lag_14,Revenue_Lag_30,Enrollment_Rolling_7,Enrollment_Rolling_14,Enrollment_Rolling_30,Revenue_Rolling_7,Revenue_Rolling_14,Revenue_Rolling_30,Enrollment_Rolling_Max_7,Enrollment_Rolling_Min_7,Revenue_Rolling_Max_7,Enrollment_Growth,Revenue_Growth,Target_Next_Day_Enrollment,Target_Next_Day_Revenue
2025-03-17,CR00037,0.0,0.0,0.0,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.21428571428571427,0.36666666666666664,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
2025-03-17,CR00003,0.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.5,0.5666666666666667,0.0,0.0,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,0.0
2025-03-17,CR00012,0.0,0.0,0.0,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,2.0,0.0,0.0,487.92,975.84,0.0,0.7142857142857143,0.7142857142857143,0.4666666666666667,348.5142857142857,348.5142857142857,227.696,2.0,0.0,975.84,-1.0,-487.92,2.0,975.84
2025-03-17,CR00054,0.0,0.0,0.0,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.5714285714285714,0.5,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0
2025-03-17,CR00022,0.0,0.0,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.6333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00033,0.0,0.0,0.0,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00039,1.0,346.71,1.0,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,693.42,346.71,0.14285714285714285,0.2857142857142857,0.5333333333333333,49.529999999999994,99.05999999999999,184.91199999999995,1.0,0.0,346.71,0.0,0.0,0.0,0.0
2025-03-17,CR00038,0.0,0.0,0.0,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.4,97.88857142857144,146.83285714285714,137.044,1.0,0.0,342.61,0.0,0.0,1.0,342.61
2025-03-17,CR00047,1.0,89.59,1.0,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,179.18,0.0,0.2857142857142857,0.42857142857142855,0.6,25.59714285714286,38.395714285714284,53.754,1.0,0.0,89.59,0.0,0.0,2.0,179.18
2025-03-17,CR00015,0.0,0.0,0.0,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,285.05,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.4666666666666667,162.8857142857143,122.16428571428573,133.02333333333334,1.0,0.0,285.05,1.0,285.05,0.0,0.0
2025-03-17,CR00028,0.0,0.0,0.0,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.4,0.33428571428571424,0.39000000000000007,0.312,1.0,0.0,0.78,0.0,0.0,1.0,0.78
2025-03-17,CR00017,1.0,0.0,1.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.3,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
2025-03-17,CR00010,0.0,0.0,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.43333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
2025-03-17,CR00013,2.0,0.0,2.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6428571428571429,0.5666666666666667,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-03-17,CR00034,0.0,0.0,0.0,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,394.26,0.0,0.14285714285714285,0.2857142857142857,0.26666666666666666,56.32285714285714,112.64571428571428,105.136,1.0,0.0,394.26,0.0,0.0,0.0,0.0
2025-03-17,CR00023,0.0,0.0,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00002,0.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00020,1.0,0.0,1.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.43333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0
2025-03-17,CR00036,0.0,0.0,0.0,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.5714285714285714,0.5666666666666667,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00014,0.0,0.0,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-03-17,CR00041,0.0,0.0,0.0,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53.86,0.0,0.0,0.14285714285714285,0.21428571428571427,0.3333333333333333,7.694285714285714,11.54142857142857,17.95333333333333,1.0,0.0,53.86,-1.0,-53.86,1.0,53.86
2025-03-17,CR00025,0.0,0.0,0.0,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,299.57,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5,85.59142857142857,128.38714285714286,149.785,1.0,0.0,299.57,1.0,299.57,0.0,0.0
2025-03-17,CR00049,0.0,0.0,0.0,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0.0,1.0,0.0,415.51,0.0,415.51,0.42857142857142855,0.42857142857142855,0.43333333333333335,178.07571428571427,178.07571428571427,180.05433333333332,1.0,0.0,415.51,-1.0,-415.51,1.0,415.51
2025-03-17,CR00056,0.0,0.0,0.0,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,2.0,0.0,0.0,212.39,424.78,0.0,0.2857142857142857,0.5,0.4666666666666667,60.68285714285714,106.19500000000001,99.11533333333334,1.0,0.0,212.39,-1.0,-212.39,0.0,0.0
2025-03-17,CR00060,0.0,0.0,0.0,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5,0.4666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
2025-03-17,CR00030,1.0,0.0,1.0,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.26666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-03-17,CR00006,0.0,0.0,0.0,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,276.37,0.0,0.7142857142857143,0.5714285714285714,0.5,197.40714285714284,157.9257142857143,138.185,1.0,0.0,276.37,0.0,0.0,1.0,276.37
2025-03-17,CR00016,1.0,0.0,1.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.36666666666666664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00008,0.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-03-17,CR00026,0.0,0.0,0.0,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,2.0,0.0
2025-03-17,CR00050,2.0,981.8,2.0,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,2.0,0.0,0.0,0.0,981.8,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.7,420.77142857142854,420.77142857142854,343.63,2.0,0.0,981.8,2.0,981.8,1.0,490.9
2025-03-17,CR00024,0.0,0.0,0.0,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,117.68,0.0,0.0,0.5714285714285714,0.35714285714285715,0.43333333333333335,67.24571428571429,42.02857142857143,50.994666666666674,2.0,0.0,235.36,-1.0,-117.68,1.0,117.68
2025-03-17,CR00001,1.0,472.28,1.0,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,1.0,1.0,0.0,472.28,472.28,472.28,0.0,0.42857142857142855,0.35714285714285715,0.23333333333333334,202.40571428571428,168.67142857142855,110.19866666666667,1.0,0.0,472.28,0.0,0.0,0.0,0.0
2025-03-17,CR00048,1.0,0.0,1.0,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.6428571428571429,0.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2025-03-17,CR00032,1.0,0.0,1.0,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.5,0.5333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00027,0.0,0.0,0.0,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00046,1.0,248.1,1.0,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.5333333333333333,106.32857142857142,70.88571428571429,132.32,1.0,0.0,248.1,0.0,0.0,1.0,248.1
2025-03-17,CR00019,1.0,0.0,1.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.42857142857142855,0.26666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00021,0.0,0.0,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2025-03-17,CR00057,0.0,0.0,0.0,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.21428571428571427,0.3333333333333333,76.00285714285714,38.00142857142857,59.11333333333334,1.0,0.0,177.34,0.0,0.0,0.0,0.0
2025-03-17,CR00004,0.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.36666666666666664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-03-17,CR00035,0.0,0.0,0.0,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5,0.5,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,2.0,0.0
2025-03-17,CR00040,2.0,655.98,2.0,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.7857142857142857,0.5,281.13428571428574,257.7064285714286,163.995,2.0,0.0,655.98,0.0,0.0,0.0,0.0
2025-03-17,CR00051,2.0,75.78,2.0,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,2.0,0.0,2.0,0.0,75.78,0.0,75.78,0.0,0.42857142857142855,0.6428571428571429,0.6666666666666666,16.23857142857143,24.357857142857142,25.259999999999998,2.0,0.0,75.78,2.0,75.78,0.0,0.0
2025-03-17,CR00029,0.0,0.0,0.0,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.36666666666666664,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00042,0.0,0.0,0.0,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-03-17,CR00031,0.0,0.0,0.0,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.35714285714285715,0.5333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,-2.0,0.0,1.0,0.0
2025-03-17,CR00058,0.0,0.0,0.0,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.6428571428571429,0.5333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
2025-03-17,CR00045,1.0,0.0,1.0,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5,0.5666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0
2025-03-17,CR00005,1.0,0.0,1.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.5714285714285714,0.7,0.0,0.0,0.0,2.0,0.0,0.0,-2.0,0.0,1.0,0.0
2025-03-17,CR00052,1.0,0.0,1.0,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.5666666666666667,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00043,1.0,0.0,1.0,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-03-17,CR00007,0.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00009,0.0,0.0,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Machine Learning,21,4.97,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.35714285714285715,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,CR00053,1.0,0.0,1.0,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.6428571428571429,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-03-17,CR00011,1.0,326.02,1.0,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.36666666666666664,93.14857142857143,93.14857142857143,119.54066666666667,1.0,0.0,326.02,0.0,0.0,0.0,0.0
2025-03-17,CR00059,2.0,0.0,2.0,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.5714285714285714,0.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-03-17,CR00044,0.0,0.0,0.0,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,TC00040,Cybersecurity,24,4.58,2025,3,1,17,0,12,0,76,1.0,6.123233995736766e-17,0.0,1.0,1.0,1.0,0.0,1.0,119.04,119.04,0.0,119.04,0.8571428571428571,0.5,0.6,102.03428571428573,59.52,71.424,2.0,0.0,238.08,0.0,0.0,0.0,0.0
2025-03-18,CR00013,1.0,0.0,1.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00040,Cybersecurity,24,4.58,2025,3,1,18,1,12,0,77,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.7142857142857143,0.6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-03-18,CR00050,1.0,490.9,1.0,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,TC00040,Cybersecurity,24,4.58,2025,3,1,18,1,12,0,77,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,2.0,0.0,0.0,0.0,981.8,0.0,0.0,0.0,1.1428571428571428,1.0,0.7666666666666667,561.0285714285714,490.9,376.3566666666666,2.0,0.0,981.8,2.0,981.8,0.0,0.0
2025-03-18,CR00037,0.0,0.0,0.0,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,TC00040,Cybersecurity,24,4.58,2025,3,1,18,1,12,0,77,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-18,CR00007,0.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Cybersecurity,24,4.58,2025,3,1,18,1,12,0,77,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.21428571428571427,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
